0 0.01
1.50602 -0.041975
1.68331 -0.114206
2.06755 -0.668679
2.1862 -1.0391
2.3049 -1.37718
2.44457 -1.5795
2.59459 -1.63524
2.74729 -1.63269
2.96319 -1.59984
3.30336 -1.53162
3.93337 -1.37901
5.13096 -0.879471
5.20638 -0.804696
5.46259 -0.401235
5.74602 0.9588
5.7956 1.33019
5.8684 1.74122
5.93687 1.926
6.00815 1.99674
6.07997 2.01673
6.17385 2.01615
6.30642 2.00231
6.5158 1.97503
6.88181 1.9233
7.49633 1.78881
7.5103 1.79412
7.6448 1.80472
7.78725 1.79102
8.01067 1.75713
8.38884 1.69248
9.08978 1.55268
10.2648 1.16552
10.8431 1.03276
11.4378 0.540529
11.5694 0.231537
11.7635 -0.743789
11.8118 -1.10442
11.8723 -1.51826
11.9386 -1.8111
12.0014 -1.94038
12.0712 -1.99368
12.1483 -2.008
12.2503 -2.00378
12.3982 -1.98676
12.638 -1.9546
13.0627 -1.892
13.7453 -1.68109
13.8562 -1.75491
13.9692 -1.76774
14.1192 -1.75443
14.341 -1.72015
14.7138 -1.65395
15.4134 -1.50939
16.695 -1.0952
17.2668 -0.7202
17.4543 -0.408509
17.6355 0.244586
17.8061 1.47794
17.8687 1.77136
17.9351 1.92266
18.0068 1.98272
18.0831 1.99915
18.1837 1.996
18.3282 1.97968
18.5604 1.94849
18.9707 1.88832
19.6425 1.70853
19.7 1.74152
19.8279 1.75732
19.9755 1.74444
20.1992 1.7096
20.5732 1.64241
21.2764 1.49503
22.595 1.05938
22.8627 0.896396
23.2267 0.444588
23.4045 -0.146844
23.5596 -1.21274
23.6211 -1.603
23.6875 -1.85211
23.7534 -1.95906
23.8231 -1.99802
23.9056 -2.00658
24.017 -1.99873
24.1833 -1.97829
24.4609 -1.9403
24.9528 -1.86302
25.2182 -1.82682
25.4761 -1.7887
25.8207 -1.73228
26.3625 -1.63235
27.154 -1.43998
27.5861 -1.35274
28.0106 -1.22453
28.8207 -0.761924
28.937 -0.601139
29.1386 -0.0999575
29.2996 0.817227
29.3468 1.17415
29.4083 1.58199
29.4733 1.84365
29.5359 1.9575
29.6047 2.00271
29.6837 2.01405
29.7892 2.00813
29.9444 1.98973
30.1996 1.95536
30.6523 1.88725
30.995 1.83428
31.3073 1.78763
31.5945 1.74371
31.9317 1.6865
32.4317 1.59127
33.2114 1.40828
34.2416 1.04436
34.6518 0.728897
34.8867 0.302861
35.136 -0.988214
35.187 -1.36251
35.2587 -1.75013
35.3311 -1.93097
35.4013 -1.99376
35.4754 -2.01151
35.5726 -2.00943
35.7112 -1.99429
35.9326 -1.96506
36.3218 -1.90912
36.9651 -1.75059
36.9984 -1.76797
37.1266 -1.78436
37.2668 -1.77278
37.4812 -1.74051
37.8377 -1.67885
38.4998 -1.54706
39.6805 -1.18924
40.3388 -0.907977
