0.000 0.000 -10.00000000001 
0.000 0.100  10.00000000001 
0.000 0.200  10.00000000001 
0.000 0.300  10.00000000001 
0.000 0.400  10.00000000001 
0.000 0.500  10.00000000001 
0.000 0.600  10.00000000001 
0.000 0.700  10.00000000001 
0.000 0.800  10.00000000001 
0.000 0.900  10.00000000001 
0.000 1.000  10.00000000001 
0.000 1.100  10.00000000001 
0.000 1.200  10.00000000001 
0.000 1.300  10.00000000001 
0.000 1.400  10.00000000001 
0.000 1.500  10.00000000001 
0.000 1.600  10.00000000001 
0.000 1.700  10.00000000001 
0.000 1.800  10.00000000001 
0.000 1.900  10.00000000001 
0.000 2.000  10.00000000001 
0.000 2.100  10.00000000001 
0.000 2.200  10.00000000001 
0.000 2.300  10.00000000001 
0.000 2.400  10.00000000001 
0.000 2.500  10.00000000001 
0.000 2.600  10.00000000001 
0.000 2.700  10.00000000001 
0.000 2.800  10.00000000001 
0.000 2.900  10.00000000001 
0.000 3.000  10.00000000001 
0.000 3.100  10.00000000001 
0.000 3.200  10.00000000001 
0.000 3.300  10.00000000001 
0.000 3.400  10.00000000001 
0.000 3.500  10.00000000001 
0.000 3.600  10.00000000001 
0.000 3.700  10.00000000001 
0.000 3.800  10.00000000001 
0.000 3.900  10.00000000001 
0.000 4.000  10.00000000001 
0.000 4.100  10.00000000001 
0.000 4.200  10.00000000001 
0.000 4.300  10.00000000001 
0.000 4.400  10.00000000001 
0.000 4.500  10.00000000001 
0.000 4.600  10.00000000001 
0.000 4.700  10.00000000001 
0.000 4.800  10.00000000001 
0.000 4.900  10.00000000001 
0.000 5.000 -10.00000000001 

0.100 0.000 -10.00000000001 
0.100 0.100  -0.00000000000 
0.100 0.200   3.95299666705 
0.100 0.300   5.81198666837 
0.100 0.400   6.82951563290 
0.100 0.500   7.45632503735 
0.100 0.600   7.87737940088 
0.100 0.700   8.17848986479 
0.100 0.800   8.40390764163 
0.100 0.900   8.57851470158 
0.100 1.000   8.71730389187 
0.100 1.100   8.82982115037 
0.100 1.200   8.92241913453 
0.100 1.300   8.99947955847 
0.100 1.400   9.06411426783 
0.100 1.500   9.11858660980 
0.100 1.600   9.16457486821 
0.100 1.700   9.20334253029 
0.100 1.800   9.23585146552 
0.100 1.900   9.26283892714 
0.100 2.000   9.28487091835 
0.100 2.100   9.30237967115 
0.100 2.200   9.31569013530 
0.100 2.300   9.32503863035 
0.100 2.400   9.33058570927 
0.100 2.500   9.33242455261 
0.100 2.600   9.33058570945 
0.100 2.700   9.32503863066 
0.100 2.800   9.31569013577 
0.100 2.900   9.30237967173 
0.100 3.000   9.28487091893 
0.100 3.100   9.26283892775 
0.100 3.200   9.23585146617 
0.100 3.300   9.20334253090 
0.100 3.400   9.16457486890 
0.100 3.500   9.11858661052 
0.100 3.600   9.06411426840 
0.100 3.700   8.99947955898 
0.100 3.800   8.92241913493 
0.100 3.900   8.82982115058 
0.100 4.000   8.71730389188 
0.100 4.100   8.57851470142 
0.100 4.200   8.40390764138 
0.100 4.300   8.17848986448 
0.100 4.400   7.87737940067 
0.100 4.500   7.45632503719 
0.100 4.600   6.82951563274 
0.100 4.700   5.81198666827 
0.100 4.800   3.95299666703 
0.100 4.900  -0.00000000003 
0.100 5.000 -10.00000000001 

0.200 0.000 -10.00000000001 
0.200 0.100  -3.95299666705 
0.200 0.200  -0.00000000000 
0.200 0.300   2.46543437351 
0.200 0.400   4.04975082578 
0.200 0.500   5.11840511575 
0.200 0.600   5.87470270159 
0.200 0.700   6.43267241671 
0.200 0.800   6.85862600053 
0.200 0.900   7.19284727297 
0.200 1.000   7.46087971551 
0.200 1.100   7.67956157506 
0.200 1.200   7.86037582941 
0.200 1.300   8.01138483162 
0.200 1.400   8.13839090303 
0.200 1.500   8.24565730341 
0.200 1.600   8.33637033269 
0.200 1.700   8.41294378729 
0.200 1.800   8.47722440485 
0.200 1.900   8.53063332464 
0.200 2.000   8.57426507494 
0.200 2.100   8.60895763103 
0.200 2.200   8.63534223975 
0.200 2.300   8.65387867677 
0.200 2.400   8.66487965415 
0.200 2.500   8.66852679174 
0.200 2.600   8.66487965446 
0.200 2.700   8.65387867742 
0.200 2.800   8.63534224072 
0.200 2.900   8.60895763213 
0.200 3.000   8.57426507604 
0.200 3.100   8.53063332582 
0.200 3.200   8.47722440606 
0.200 3.300   8.41294378848 
